['অয়লার', 'ফ্রেড্রিক', 'হুট', 'শীঘ্র', 'রোমা', 'পেয়েছেন', 'যেগুলো', 'যেগু\u200cলো', 'ক্যাসিনো', 'এটাতো']
['জুরাইনে', 'বিশ্ববাজারে', 'ইর্দা', 'কাতালানে', 'কোর্দা', 'রসনায়', 'কেন্দা', 'নর্দ্দা', 'ঝামেলামুক্ত', 'ইউনানে']
['বাইরের', 'এখানকার', 'উত্তীর্ণ', 'ব্যাটসম্যানদের', 'শিল্পে', 'পারদর্শী', 'শিল্পপতি', 'নিজের', 'আর্', 'ছড়িয়েছে']
['', '', '', '', '', '', '', '', '', '']
['সাম্যাবস্থা', 'তলদেশে', 'নিয়মাবলি', 'বিষয়শ্রেণীর', 'গুণনীয়', 'বাট্টু', 'রাহেলা', 'বল্টু', 'মিলনস্থল', 'বিষয়াবলি']
['জিতি', 'মুকুড়', 'প্রাপ্তরা', 'জীবজ', 'তুষ্টি', 'একচুল', 'সাথীরা', 'কর্মরতরা', 'অন্যান্যরা', 'মায়ানী']
['', '', '', '', '', '', '', '', '', '']
['এখন', 'শিকারি', 'গেয়েছেন', 'পোশাকে', 'ইউনিটে', 'মর্গে', 'ভৌমিক', 'মানসিকতার', 'পোর্টাল', 'এমনিতেই']
['অয়লার', 'কতই', 'শীঘ্র', 'যেগুলোর', 'রোমা', 'এইরকম', 'যেগুলো', 'যেগু\u200cলো', 'ফ্রেড্রিক', 'হুট']
['বিপিএলের', 'বন্ধুরতা', 'হারতা', 'বিসিএসের', 'রিজার্ভের', 'ফলতা', 'পেট্রোলের', 'ট্যাক্সের', 'মার্তা', 'প্রতিদ্বন্দ্বীতা']
['অয়লার', 'কতই', 'শীঘ্র', 'যেগুলোর', 'রোমা', 'এইরকম', 'যেগুলো', 'যেগু\u200cলো', 'ফ্রেড্রিক', 'হুট']
['দেখছিলেন', 'অজ্ঞাত', 'অরিত্র', 'মনেই', 'উদ্যোগের', 'ছাড়িয়ে', 'আরও', 'ভিতরেই', 'দেখছিল', 'ভিলেন']
['ন্যান', 'ছোট', 'উচিত', 'মোনা', 'ব্যবধান', 'সহিংসতা', 'নই', 'বিষ', 'প্রকাশক', '18']
['অয়লার', 'গুডস', 'কতই', 'শীঘ্র', 'রোমা', 'এইরকম', 'বহিঃসংযোগ', 'যেগুলো', 'যেগু\u200cলো', 'এসকল']
['অয়লার', 'কতই', 'শীঘ্র', 'যেগুলোর', 'রোমা', 'এইরকম', 'যেগুলো', 'যেগু\u200cলো', 'ভেতরটা', 'হুট']
['ওয়াশিংটনে', 'ক্যাচের', 'ভূষিত', 'মংলার', 'মিলার', 'রেড', 'জোসেফ', 'হাজারে', 'জোরে', 'ওইদিন']
['অয়লার', 'কতই', 'গুডস', 'শীঘ্র', 'রোমা', 'যেগুলোর', 'এইরকম', 'যেগুলো', 'যেগু\u200cলো', 'ফ্রেড্রিক']
['পূজনীয়', 'হেহো', 'উর্দ্ধে', 'গুণনীয়', 'হালাকু', 'আইহো', 'তলদেশে', 'দন্ডনীয়', 'লক্ষনীয়', 'বসনীয়']
['ওপাশের', 'আলাদাভাবে', 'লিক', 'অভ্যন্তরীণ', 'সাক্ষী', 'ফলে', 'রাঘব', 'প্রতিবাদী', 'পূরণে', 'পাওয়ার']
['অয়লার', 'কতই', 'শীঘ্র', 'যেগুলোর', 'রোমা', 'এইরকম', 'যেগুলো', 'যেগু\u200cলো', 'ফ্রেড্রিক', 'হুট']
['অয়লার', 'কতই', 'শীঘ্র', 'যেগুলোর', 'রোমা', 'এইরকম', 'যেগুলো', 'যেগু\u200cলো', 'ভেতরটা', 'হুট']
['অয়লার', 'কতই', 'শীঘ্র', 'যেগুলোর', 'রোমা', 'এইরকম', 'যেগুলো', 'যেগু\u200cলো', 'ফ্রেড্রিক', 'হুট']
['অয়লার', 'গুডস', 'কতই', 'শীঘ্র', 'রোমা', 'যেগুলোর', 'এইরকম', 'যেগুলো', 'যেগু\u200cলো', 'ফ্রেড্রিক']
['অয়লার', 'কতই', 'শীঘ্র', 'যেগুলোর', 'রোমা', 'এইরকম', 'যেগুলো', 'যেগু\u200cলো', 'ফ্রেড্রিক', 'হুট']
['অয়লার', 'হাসিখুশি', 'যেগুলোর', 'কতই', 'শীঘ্র', 'মিসরের', 'কীরকম', 'রোমা', 'কোনোভাবে', 'ফলশ্রুতিতে']
['অয়লার', 'গুডস', 'কতই', 'শীঘ্র', 'রোমা', 'এইরকম', 'বহিঃসংযোগ', 'যেগুলো', 'যেগু\u200cলো', 'এসকল']
['ওপাশের', 'অয়লার', 'আজকে', 'কতই', 'সুজিত', 'লাগোয়া', 'হাসিখুশি', 'মিসরের', 'ফলশ্রুতিতে', 'যেগুলোর']
['অয়লার', 'কতই', 'শীঘ্র', 'যেগুলোর', 'রোমা', 'এইরকম', 'যেগুলো', 'যেগু\u200cলো', 'ফ্রেড্রিক', 'হুট']
['অয়লার', 'গুডস', 'কতই', 'শীঘ্র', 'রোমা', 'এইরকম', 'বহিঃসংযোগ', 'যেগুলো', 'যেগু\u200cলো', 'যেগুলোর']
['অয়লার', 'হাসিখুশি', 'কতই', 'যেগুলোর', 'শীঘ্র', 'মিসরের', 'কীরকম', 'কোনোভাবে', 'ফলশ্রুতিতে', 'রোমা']
['অয়লার', 'গুডস', 'কতই', 'শীঘ্র', 'রোমা', 'যেগুলোর', 'এইরকম', 'যেগুলো', 'যেগু\u200cলো', 'যেটার']
['অয়লার', 'কতই', 'শীঘ্র', 'গুডস', 'যেগুলোর', 'রোমা', 'এইরকম', 'যেগুলো', 'যেগু\u200cলো', 'যেটার']
['অয়লার', 'কতই', 'শীঘ্র', 'যেগুলোর', 'রোমা', 'এইরকম', 'যেগুলো', 'যেগু\u200cলো', 'ফ্রেড্রিক', 'হুট']
['অয়লার', 'গুডস', 'কতই', 'শীঘ্র', 'রোমা', 'যেগুলোর', 'এইরকম', 'যেগুলো', 'যেগু\u200cলো', 'যেটার']
['কেন্দা', 'দূরদেশে', 'বাট্টু', 'পরিন্দা', 'কুর্গ', 'তলদেশে', 'অনুনাদী', 'গ্রন্থিটি', 'অনাবাদী', 'প্রান্তদেশে']
['অনে', 'এই', '\u200cএই', 'জেলের', 'চাদরে', 'আরেক', 'খবরই', 'ফ্যাক্টরি', '১৪০', 'বাই']
['অয়লার', 'কতই', 'শীঘ্র', 'গুডস', 'রোমা', 'যেগুলোর', 'এইরকম', 'যেগুলো', 'যেগু\u200cলো', 'ফ্রেড্রিক']
['অয়লার', 'গুডস', 'কতই', 'শীঘ্র', 'রোমা', 'এইরকম', 'বহিঃসংযোগ', 'যেগুলো', 'যেগু\u200cলো', 'যেগুলোর']
['অয়লার', 'কতই', 'শীঘ্র', 'যেগুলোর', 'রোমা', 'হাসিখুশি', 'এইরকম', 'যেগুলো', 'যেগু\u200cলো', 'ভেতরটা']
['অয়লার', 'হাসিখুশি', 'যেগুলোর', 'মিসরের', 'কোনোভাবে', 'ফলশ্রুতিতে', 'কতই', 'কীরকম', 'শীঘ্র', 'ভীষণভাবে']
['অয়লার', 'কতই', 'যেগুলোর', 'শীঘ্র', 'হাসিখুশি', 'রোমা', 'কীরকম', 'ভেতরটা', 'এইরকম', 'যেগুলো']
['অয়লার', 'কতই', 'শীঘ্র', 'যেগুলোর', 'রোমা', 'এইরকম', 'যেগুলো', 'যেগু\u200cলো', 'ফ্রেড্রিক', 'ভেতরটা']
['পারলে', 'দাম', 'বছরে', 'হতাম', 'পড়ছেন', 'ব্যাটসম্যানদের', 'দেখলেই', 'ডায়াল', 'অনেক', 'অ\u200cনেক']
['অয়লার', 'কতই', 'শীঘ্র', 'যেগুলোর', 'রোমা', 'এইরকম', 'যেগুলো', 'যেগু\u200cলো', 'ফ্রেড্রিক', 'হুট']
['পৃষ্ঠায়', 'তরুণ', 'বঙ্কিম', 'জমিদারের', 'মৌলবাদী', '১৯৮৬', 'চিল', 'উত্থাপন', 'অধঃ', 'আহম']
['অতীত', 'লজ্জার', 'লিখব', 'পঠিত', 'ভাববে', 'ভয়ে', 'বান্দ', 'জেল', '08', 'অনুমোদিত']
['অয়লার', 'পাবনা', 'ফরিদপুর', 'বৈদ্যুতিক', 'বললেনঃ', 'নোটিস', 'অইছে', 'ব্যাপারটি', 'ফরিদপুরে', 'সিরাজগঞ্জের']
['অয়লার', 'পাবনা', 'ফরিদপুরে', 'ফরিদপুর', 'বললেনঃ', 'তাৎক্ষণিকভাবে', 'বৈদ্যুতিক', 'ওসমানী', 'নোটিস', 'এটি']
['অয়লার', 'পাবনা', 'ফরিদপুর', 'ফরিদপুরে', 'বললেনঃ', 'বৈদ্যুতিক', 'নোটিস', 'অইছে', 'ব্যাপারটি', 'তাৎক্ষণিকভাবে']
['আজ', 'অনুপস্থিতিতে', 'দফতরে', 'ভালই', 'এতই', 'দিনটা', 'মেয়াদি', 'করল', 'বিল্ডিং', 'মাজার']
['আদি', 'দেখে', 'আর', 'দেখিয়া', 'পড়ছে', 'পাবেন', 'পদক্ষেপে', 'চাইলেও', 'যেতো', 'সদস্য']
['উত্ত্যক্ত', 'ং', 'তড়িৎ', 'গিয়াস', 'জয়ন্তী', 'নইলে', 'মানিকগঞ্জ', 'পণ্ড', 'অংশটুকু', 'বাণিজ্যে']
['আরোহন', 'এরান', 'নাহিন', 'থেরন', 'এক্সন', 'ইলেক্ট্রন', 'খিলান', 'মার্ন', 'ফিনিন', 'ক্যালেন']
['এগুলি', 'কুমিল্লায়', 'সেটি', 'সে\u200cটি', 'উদাহরন', 'সয়', 'নওগাঁ', 'বেচারা', 'ক্লোজ', 'ভ্রমন']
['শেখা', '১৯৭৯', 'জীবনেও', 'বিজ্ঞাপনে', 'মালিকেরা', 'সংহতি', 'রোগীরা', 'বানর', 'বাসিন্দা', 'অন্তর্বর্তী']
['সেটি', 'সে\u200cটি', 'কুমিল্লায়', 'ব্যবহূত', 'যেটাকে', 'কাপ্তাই', 'বেচারা', 'এগুলি', 'টাকাপয়সা', 'বহিঃসংযোগ']
['ইহকাল', 'সংক্ষিপ্তকাল', 'স্থাপনকাল', 'মেয়াদকাল', 'প্রজননকাল', 'সূচনাকাল', 'সমাপ্তিকাল', 'প্যাসকাল', 'বিরতিকাল', 'শিক্ষাকাল']
['কুমিল্লায়', 'এগুলি', 'সেটি', 'সে\u200cটি', 'ভ্রমন', 'কৃষ্ণনগর', 'শ্যাল', 'যেটাকে', 'টাকাপয়সা', 'কাপ্তাই']
['', '', '', '', '', '', '', '', '', '']
['ডাক্তারের', 'জাপানী', 'ভায়', 'তালিকা', 'থাকেনা', 'মিশনে', 'ত্বকে', 'হইতেই', 'ঐতিহ্যবাহী', 'বললেন']
['অয়লার', 'পাবনার', 'অইছে', 'নিয়ােগ', 'দ্যাটস', 'ব্যাপারটি', 'তেমনি', 'তোমাদেরকে', 'টানাটানি', 'সম্বন্ধে']
['অতিবৃষ্টি', 'শিলাবৃষ্টি', 'বজ্রবৃষ্টি', 'কুশবৃক্ষ', 'তুষারঝড়', 'ঝড়বৃষ্টি', 'রহস্যপত্রিকা', 'ব্যবসাবাণিজ্য', 'রানিবাঁধ', 'জয়জয়ন্তী']
['উৎরাই', 'ক্যাডাররাই', 'সেন্টরাই', 'শ্রোতারাই', 'খিরাই', 'রামরাই', 'উতরাই', 'শরণার্থীরাই', 'ডগাইর', 'ধামরাই']
