['চাচা', '২০১২', 'তৃতীয়', 'পরিত্রাণ', 'মৃত্যুদন্ড', 'সালে', 'সা\u200cলে', '\u200eসালে', 'বাংলাদেশেও', 'বংশধর']
['শর্টস', 'এটন', 'খরগোস', 'বিউরেন', 'ডলস', 'মেশিনস', 'বাইরন', 'লাইটস', 'স্ট্রেস', 'হ্যান্ডস']
['ছেলে', 'ছে\u200cলে', 'সাপোর্ট', 'সা\u200cপোর্ট', 'ফেয়ার', 'আশিক', 'খাঁচায়', 'বাজায়', 'হলফ', 'ক্যারিয়ারে']
['আত্মসাৎ', 'পায়েল', 'বর', 'ধরলাম', 'মনুষ্যত্ব', 'একাউন্ট', 'সুরাহা', 'উন্মোচিত', 'দাড়িয়ে', 'ছেড়ে']
['খরগোস', 'বিউরেন', 'লাইটস', 'লরেন্স', 'পোর্টস', 'إِنَّا', 'এটন', 'শর্টস', 'ক্যাটস', 'তুস']
['ফ্যাকাল্টির', 'গোষ্ঠী', 'বাঘমুন্ডি', 'স্কোয়াড্রনটি', 'দন্তৌষ্ঠ্য', 'হুদাইবিয়ার', 'গ্যোটিঙেন', 'ট্যুবিঙেন', 'ন্যান্ড্রোলনের', 'কর্লিয়নি']
['জোয়ার', 'ধরেছে', 'হবেনা', 'জেলে', 'তিনজনে', 'সৎ', 'ভোটার', 'বাঘ', 'ভক্তের', 'ধরেছি']
['খরগোস', 'বিউরেন', 'শর্টস', 'লাইটস', 'এটন', 'লরেন্স', 'পোর্টস', 'إِنَّا', 'হ্যান্ডস', 'ক্যাটস']
['খরগোস', 'বিউরেন', 'লাইটস', 'শর্টস', 'এটন', 'লরেন্স', 'পোর্টস', 'إِنَّا', 'ক্যাটস', 'হ্যান্ডস']
['সিম্পল', 'নিউরন', 'দেওন', 'বেটিস', 'টমস', 'ট্রেডস', 'দুর্গাপুজা', 'কুইনস', 'স্টিলস', 'অটিস্টিক']
['শর্টস', 'খরগোস', 'বিউরেন', 'এটন', 'লাইটস', 'ডলস', 'মেশিনস', 'পোর্টস', 'বাইরন', 'হ্যান্ডস']
['তেজস্বিনী', 'যুহরী', 'গেহরী', 'ডেবিয়ান', 'ক্রুইজার', 'ষ্টীমার', 'মুরসালিন', 'বনমালী', 'স্বর্ণকেশী', 'ডিসিপ্লিন']
['যুহরী', 'নুবিয়ান', 'বিদ্যার্থী', 'সংবেদী', 'ডেবিয়ান', 'গেহরী', 'মূদ্রণ', 'তেজস্বিনী', 'অটোমেটেড', 'ব্রিসবন']
['শর্টস', 'সিম্পল', 'ট্রেডস', 'অটিস্টিক', 'টমস', 'মেশিনস', 'ডলস', 'নিউরন', 'এটন', 'বাইরন']
['টার্বাইন', 'হাভার্ড', 'এডভার্ড', 'শকুন্তলম', 'নুবিয়ান', 'স্প্রিন্টার', 'ভূজপুর', 'হেপ্টেন', 'সংবেদী', 'উইভিং']
['খরগোস', 'বিউরেন', 'লাইটস', 'শর্টস', 'এটন', 'লরেন্স', 'পোর্টস', 'إِنَّا', 'ক্যাটস', 'হ্যান্ডস']
['শর্টস', 'এটন', 'খরগোস', 'ডলস', 'বিউরেন', 'বাইরন', 'মেশিনস', 'লাইটস', 'স্ট্রেস', 'হ্যান্ডস']
['খরগোস', 'বিউরেন', 'শর্টস', 'এটন', 'লাইটস', 'লরেন্স', 'পোর্টস', 'إِنَّا', 'হ্যান্ডস', 'ক্যাটস']
['খরগোস', 'বিউরেন', 'লাইটস', 'শর্টস', 'এটন', 'লরেন্স', 'পোর্টস', 'إِنَّا', 'ক্যাটস', 'হ্যান্ডস']
['খরগোস', 'বিউরেন', 'শর্টস', 'লাইটস', 'এটন', 'পোর্টস', 'লরেন্স', 'إِنَّا', 'হ্যান্ডস', 'ক্যাটস']
['ছাত্র', 'সমিতি', 'বেরোচ্ছে', 'পুলিশকে', 'ভোটাধিকার', 'করতেই', 'গোলটেবিল', 'মেয়েটা', 'উনিশ', 'দারোগা']
['শিক্ষক', 'যাইনি', 'করেছিস', 'লাগছে', 'হয়নি', 'কইরা', 'আগষ্ট', 'আসেননি', 'করিস', 'হেরেছে']
['স্তুতি', 'পাটি', 'মিতু', 'সাপ', 'প্লেনে', 'লিং', 'উপজেলার', 'কেমন', 'ব্যানার্জি', 'চাচ্ছেন']
['খরগোস', 'বিউরেন', 'লাইটস', 'শর্টস', 'এটন', 'লরেন্স', 'পোর্টস', 'إِنَّا', 'ক্যাটস', 'হ্যান্ডস']
['খরগোস', 'বিউরেন', 'লাইটস', 'শর্টস', 'এটন', 'লরেন্স', 'পোর্টস', 'إِنَّا', 'ক্যাটস', 'হ্যান্ডস']
['খরগোস', 'বিউরেন', 'শর্টস', 'এটন', 'লাইটস', 'পোর্টস', 'লরেন্স', 'إِنَّا', 'মেশিনস', 'হ্যান্ডস']
['শর্টস', 'এটন', 'খরগোস', 'ডলস', 'বিউরেন', 'মেশিনস', 'বাইরন', 'লাইটস', 'স্ট্রেস', 'পোর্টস']
['দুলাভাই', 'প্রণাম', 'বিশ্ববিদ্যাল', 'ত্বকের', 'হেমা', 'আদেশ', 'আইল', 'ইনজেকশন', 'ঈশা', 'বেদনায়']
['অভিশপ্ত', 'খট', 'থামে', 'লাগলাম', 'সমাবেশে', 'সন্ত্রাসীদের', 'প্রতিক্রিয়াশীল', 'ভারতকে', 'ঋজু', 'শিবির']
['চাচা', 'অমুসলিম', 'তৃতীয়', 'পাইলে', 'লাগি', 'ওয়ানডেতে', 'মৃত্যুদন্ড', 'ট্রাইব্যুনালে', 'দায়িত্বও', 'হলফ']
['পাড়ি', 'যেতেই', 'কাকু', 'চুপচাপ', 'আবশ্যক', 'জামায়াত', 'ইনিংস', 'বাজপে', 'বেলা', 'সম্মুখ']
['', '', '', '', '', '', '', '', '', '']
['গল্পটি', 'পেখম', 'ওখানে', 'কাল্পনিক', 'প্রেক্ষিতে', 'নব', 'সামু', 'এলে', 'ম্যায়', 'ভাবুক']
['জেলে', 'ভক্তের', 'জোয়ার', 'পৈশাচিক', 'পিছন', 'দাঁড়ায়', 'ট্রেনে', 'পুলিশ', 'পু\u200cলিশ', 'গোত্র']
['ধোপা', 'মনপা', 'মারপা', 'মেটেপা', 'সুমপা', 'ভাঁপা', 'রোপা', 'সপা', 'শীপা', 'পেঁপা']
['বেদে', 'বালে', 'কুড়ে', 'মঠে', 'লালে', 'নলে', 'বেলুনে', 'কুকুরে', 'মন্ডলে', 'ড্যামে']
['নিক', 'আজান', 'আগেকার', 'ই', 'হাড়ে', 'শক্ত', 'সন্তানদের', 'আমাদের', 'ক্ষমতাধর', 'কুড়িয়ে']
['ছেলে', 'ছে\u200cলে', 'সামনে', 'বিবরণী', 'প্ল্যাটফর্মে', 'বাগান', 'নেতৃত্বে', 'পারলেও', 'আগেও', 'নিল']
['বর', 'ব্যবহারকারী', 'জনাব', 'লাখ', 'পায়েল', 'ধরলাম', 'আব্বু', 'একাউন্ট', 'চিন্তা', 'আদিত্য']
['ছোপ', 'দুর্গা', 'উপমহাদেশে', 'জঞ্জাল', 'কপ', 'জয়ন্ত', 'পদবী', 'সবিতা', 'মূল্যবান', 'স্থাবর']
['কাঙ্গাল', 'নোডাল', 'স্যাম্পেল', 'স্পঞ্জর', 'টাইডাল', 'কুর্টজ', 'মুগডাল', 'দৌর্বল্য', 'জেব্বাল', 'উচ্চকিত']
['বাঘ', 'ধরেছে', 'জোয়ার', 'ফর্সা', 'মোর্চা', 'ভোটার', 'কইতে', 'বিবর্তন', 'তিনজনে', 'জেলে']
['তহবিল', 'হাটে', 'পড়ো', 'বাঁধ', 'জানাবেন', 'সেখানেও', 'চারটা', 'দাঁড়াও', 'কাশেম', 'ব্যাকগ্রাউন্ড']
['তেজস্বী', 'স্বকীয়', 'শিক্ষাথী', 'জন্মলগ্ন', 'এইনু', 'ভাগ্নী', 'মতোয়ালী', 'অধিকারিণী', 'আধুনিকমনস্ক', 'রঙ্গিলা']
['নর', 'ওয়ার্ন', 'ক্ষমতার', 'মেটা', 'কমিউনিটির', 'অন্য', 'অন\u200d্য', 'মাহ', 'গাছটা', 'চিন্তিত']
['ন্যাপ', 'এইটাই', 'আসবেই', 'জোয়ারে', 'মাঠেই', 'ভালোবেসে', 'যেটা', 'হবেই', 'স্য', 'সুবল']
['গুণবান', 'রূপবান', 'দায়িত্ববান', 'স্বাস্থ্যবান', 'সংস্কৃতিবান', 'আদর্শবান', 'নীতিবান', 'অস্তিত্ববান', 'মেজবান', 'মগবান']
['পুণ্যবান', 'ধনবান', 'সামর্থবান', 'বিত্তবান', 'রূপবান', 'দয়াবান', 'মেজবান', 'মর্যাদাবান', 'গুণবান', 'ন্যায়বান']
['বুদ্ধিমান', 'রাখে', 'একে', 'বসেছিল', 'নেতৃত্বের', 'নাটোরের', 'রেফারেন্স', 'গুলোও', 'খেতেই', 'সুস্বাদু']
['শ্রীমান', 'জমিদান', 'খারান', 'সোপান', 'কিয়ান', 'হুনান', 'শাহান', 'জাফরান', 'বলবান', 'আফসান']
['নিং', 'দুলছে', 'ব্যতিক্রমী', 'রসে', 'স্রোতের', 'জাতিকে', 'মহল', 'করোনা', 'বন্দি', 'স্বর্গে']
['সীমাবদ্ধতা', 'পিউ', 'অগ্রগতির', 'জলসা', 'ভীতু', 'দম', 'বরঞ্চ', 'কৈশোর', 'ক্ষোভ', 'তিস্তা']
['সরকারকে', 'পাকিস্তানীদের', 'শ্রেয়', 'নর্দ', 'দুজনেরই', 'মত্ত', 'বর্ণনার', 'পো', 'ভাসানীর', 'বাংলাকে']
['নিং', 'দুলছে', 'ব্যতিক্রমী', 'রসে', 'স্রোতের', 'জাতিকে', 'মহল', 'করোনা', 'বন্দি', 'স্বর্গে']
['সকলকে', 'সিধু', 'দাবা', 'আঁতকে', 'দুর্গন্ধ', 'যেতেই', 'বাংলাদেশিরা', 'ভাবল', 'ঐকমত্য', 'বৈশিষ্ট্য']
['ছাত্র', 'বেরোচ্ছে', 'সমিতি', 'ভোটাধিকার', 'উনিশ', 'ছাত্রছাত্রী', 'দারোগা', 'মেয়েটা', 'খাই', 'পুলিশকে']
['শিক্ষক', 'যাইনি', 'হয়নি', 'আসেননি', 'কইরা', 'করেছিস', 'করিতেছি', 'লাগছে', 'দেখেছি', 'করিনি']
