['চা', 'চি', 'মা', 'চং', 'মাচ', 'ওচ', 'ওচা', 'চাম', 'আচা', 'ঘা']
['যোগী', 'ভোগী', 'রোগী', 'গোরী', 'যুগী', 'যোগীকে', 'যোগে', 'রোগীতে', 'যোনী', 'রোধী']
['তেজস্বী', 'তেজস্বীর', 'বুতের্সে', 'স্বীকৃতী', 'স্ত্রীকে', 'সেমন্তী', 'এজেন্সী', 'সুতীব্র', 'দেবীসূক্ত', 'গুপ্তবীজী']
['নর', 'রন', 'নঃ', 'নং', 'নম', 'নচ', 'নব', 'নহ', 'নি', 'না']
['সুন্দরী', 'সুন্দরীর', 'সুদীর্ঘ', 'সুন্দর', 'ঐন্দ্রী', 'সুন্দরের', 'সুন্দরকে', 'কুন্দশী', 'গুন্দ্রী', 'মুন্দ্রা']
['গুণবান', 'যুগবাণী', 'গুণাবলী', 'গুনাবলী', 'ফুলবাণী', 'গুণবতী', 'গুণাবলীর', 'গুণাগুন', 'পুণ্যবান', 'কুরবাণী']
['পুণ্যবান', 'বন্যপ্রাণী', 'পুণ্যস্নান', 'বণ্যপ্রাণী', 'পূর্বাণী', 'পুণ্যার্থী', 'নৈপুণ্যতা', 'বন্যপ্ৰাণী', 'গ্রুম্যান', 'ট্রুম্যান']
['বুদ্ধিমতী', 'বুদ্ধিমান', 'বুদ্ধিমানের', 'বুদ্ধিহীন', 'যুদ্ধবিমানে', 'যুদ্ধনীতি', 'বিন্দুগামী', 'বন্দুকধারী', 'হিন্দুধর্ম', 'হিন্দুধর্মে']
['শ্রীমান', 'কাশ্মীরী', 'শ্রীমন্ত', 'শ্রীমতী', 'কাশ্মীরে', 'শ্রীহীন', 'প্রেমীরা', 'আর্মেনীরা', 'শ্রীমা', 'লক্ষ্মীরানী']
['বিজয়ী', 'বিজয়', 'বিজয়ে', 'বিনয়ী', 'লিবীয়', 'বিজু', 'বিজে', 'বিজয়ীর', 'বিজয়কে', 'বিগড়ে']
['পাঠক', 'পাঠাক', 'পাঠকই', 'পাঠকও', 'পাঠকে', 'পাঠকারী', 'পালকী', 'পাঠকরা', 'পাঁঠা', 'পাঠন']
['লেখক', 'লেখনী', 'খেলুক', 'সুলেখক', 'লেখকের', 'শেখকে', 'লেখকই', 'লেখে', 'লেখেন', 'লেখাকে']
['গায়ক', 'গিয়াকে', 'গুয়ান', 'রায়গড়', 'টুয়াক', 'গায়কের', 'গায়কি', 'গুয়াম', 'রায়কে', 'জায়গাকে']
['খোকা', 'খোকাকে', 'খোলাকে', 'বোখারী', 'কখোনো', 'খোঁড়া', 'খোলকে', 'খোদাকে', 'খেকো', 'খোকনকে']
['ছাত্রী', 'ছাত্রে', 'ছাত্রীও', 'ছাত্রীই', 'ছাত্রীর', 'ছাত্ৰ', 'পাত্রী', 'যাত্রী', 'ছাত্রের', 'ধাত্রী']
['শৈক্ষিক', 'শিক্ষক', 'শীর্ষক', 'সমীক্ষক', 'নিরীক্ষক', 'শিক্ষণে', 'শিক্ষাথী', 'পরীক্ষক', 'সুশিক্ষা', 'শিক্ষকের']
['নেতা', 'নেতাজী', 'জেনাতে', 'বেতনে', 'নেতা৷', 'নড়াতে', 'নেতায়', 'চেনাতে', 'নাড়তে', 'নেতাকে']
['পাগলী', 'পাগল', 'পাগলু', 'পাগলা', 'পরাগল', 'পাগলি', 'পগারী', 'গালপো', 'পাগলও', 'পাগলীর']
['প্রিয়', 'সুপ্রিয়', 'ত্রয়ী', 'জয়শ্রী', 'স্ট্রীপ', 'প্রায়', 'ত্রয়ীর', 'ধর্মীয়', 'পুত্রী', 'পৌত্রী']
['কনিষ্ঠ', 'নিকৃষ্ট', 'নিরীক্ষন', 'মিনাক্ষী', 'দক্ষিনে', 'দক্ষীন', 'তক্ষুনি', 'পুষ্করিনী', 'কিন্নরী', 'নিরীক্ষণ']
['লোক', 'লোকো', 'লোকে', 'লোভী', 'কোলো', 'কোলে', 'লেকো', 'কলোনী', 'লোদী', 'লোরো']
['শ্রমিক', 'কাশ্মিরী', 'রশ্মিকে', 'পরিশ্রমী', 'বিক্রমী', 'কাশ্মীরি', 'আশ্রমিক', 'শর্মিলী', 'শ্রীমা', 'শ্রীমান']
['রাজাবাবু', 'গাজাবাসী', 'আবাবায়', 'কাকাবাবু', 'পাড়াবাসী', 'মাহাবুবা', 'যাহাবী', 'ভালোবাসা', 'মামাবাবু', 'বাসাবাড়ি']
['চাচাতো', 'চাচাতো', 'পাপাচারী', 'বাচ্চাটা', 'কাচারী', 'মাচায়', 'মাথাচাড়া', 'চাকায়', 'গাড়িচাপায়', 'বামাচারী']
['দাদাজী', 'দাতাদের', 'শাদ্দাদ', 'দাদাদের', 'হাদ্দাদ', 'হাদ্দাদি', 'দাওবাদী', 'দাদাপীর', 'কাদায়', 'ফায়দাবাদ']
['', '', '', '', '', '', '', '', '', '']
['জানানো', 'জানানোর', 'জামানায়', 'পাঠানো', 'শানায়া', 'নামানো', 'বানানো', 'পাঠানোর', 'বানানোর', 'নামানোর']
['খেলোয়াড়ে', 'লড়াইয়ে', 'ছেলেমেয়ে', 'গোয়েল', 'দোয়েল', 'জার্মেইয়ে', 'ছোড়ে', 'খেলোয়াড়ের', 'খেলোয়াড়', 'জুলাইয়ে']
['ধূমপায়ী', 'ধোঁয়াশায়', 'পেশোয়ারে', 'পেশোয়ার', 'নোয়াপাড়া', 'ধোঁয়ায়', 'তোয়ালে', 'ধোপাদী', 'পাটোয়ারী', 'পোড়াওয়ের']
['কায়েদে', 'দোয়েল', 'দায়েরে', 'হেদায়েত', 'মেয়াদে', 'মেয়েদের', 'মেয়াদেই', 'দুবাইয়ে', 'ছেলেমেয়ে', 'মেহেদীকে']
['চৌধুরী', 'উরুগুয়ে', 'গুরুংয়ের', 'গেরুয়া', 'কুঠুরীতে', 'শ্রীগুরু', 'ক্রীড়ায়', 'আগুয়েরো', 'দীর্ঘায়ু', 'উরুগুয়ের']
['ছেলেমেয়ে', 'তুলেছে৷', 'মেলেছে', 'ছেলেমেয়ের', 'ছেলেমেয়েই', 'ছাড়িয়েছে', 'গোয়েল', 'খেলোয়াড়ে', 'দোয়েল', 'হোটেলে']
['বারী', 'বাবরী', 'বারু', 'রাবী', 'বারে', 'বাহী', 'বারো', 'আরাবী', 'বরাহী', 'বীরা']
['হতাশাবাদী', 'বাদেপাশা', 'আশাবাদী', 'পেশাদারী', 'শাহাজাদী', 'শাহাদাৎ', 'আশাবাদীরা', 'বাদশাহী', 'সাদাপোশাক', 'অপেশাদারী']
['মুক্তাগাছায়', 'দাঙ্গাকারী', 'বালিয়াডাঙ্গী', 'ল্যাঙ্কাশায়ার', 'বাঙ্গালীকে', 'কোয়ার্টার', 'রাস্তাগুলোর', 'হাঙ্গামায়', 'ল্যাঙ্কাশায়ারের', 'চুয়াডাঙ্গায়']
['বাঘায়', 'মায়াবী', 'বাহারী', 'বাসায়', 'বাঘাইড়', 'বাতাঘাসী', 'সাহাবী', 'বাঘী', 'যাহাবী', 'বাঘেরা']
['মৈত্রেয়ী', 'মধ্যযুগীয়', 'যোগীকে', 'গোধূলী', 'গোষ্ঠী', 'আত্রেয়ী', 'আগুয়েরো', 'মালয়েশীয়', 'যেগুলোতে', 'খেলোয়াড়ে']
['ক্রীড়াপ্রেমী', 'ফেব্ৰুয়াৱী', 'ক্রীড়াক্ষেত্রে', 'দ্বিতীয়ার্ধে', 'কুয়েতপ্রবাসী', 'যাত্রীসেবায়', 'মুক্তেশ্বরী', 'প্রয়োজনীয়', 'শাস্ত্রীয়', 'মৈত্রেয়ী']
['কিশোরী', 'ক্রিয়াশীল', 'কিশোরীর', 'কারুশিল্পী', 'কিশোরীকে', 'কিশোরীকে', 'কার্শিয়াং', 'শিরোপাজয়ী', 'কাশীপুরে', 'কিশোরীকেও']
['কেন্দুয়ার', 'আন্দ্রেয়াস', 'স্নায়ুযুদ্ধের', 'স্নায়ুযুদ্ধ', 'দীর্ঘায়ু', 'আন্দ্রেয়া', 'কেন্দুয়া', 'নাম্বুদ্রী', 'স্নায়ুযুদ্ধে', 'স্থানীয়দের']
['ইয়াবাগুলো', 'জীবাণুবাহী', 'মুক্তাগাছায়', 'ম্যাগুয়ার', 'কোণাকুণিভাবে', 'রুবাইয়াতুল', 'বার্তাগুলো', 'চালুয়াবাড়ি', 'বগুড়াগামী', 'গুণাবলীকে']
['শুভানুধ্যায়ী', 'মুখোপাধ্যায়', 'অ্যাকুয়াম্যান', 'তথ্যানুযায়ী', 'শর্তানুযায়ী', 'ক্যাবায়েরো', 'মধ্যাঞ্চলীয়', 'ম্যাগুয়ারের', 'শুভানুধ্যায়ী', 'স্কুলপর্যায়ে']
['মুক্তিযোদ্ধা', 'মুক্তিযোদ্ধার', 'শুভানুধ্যায়ী', 'দ্বিতীয়ার্ধেও', 'হেদায়েতুল্লাহ', 'শুভানুধ্যায়ীদের', 'মুক্তিযোদ্ধাদের', 'দ্বিতীয়ার্ধেই', 'দ্বিতীয়ার্ধে', 'দ্বিতীয়ার্ধের']
['ধর্মাশ্রয়ী', 'শর্তানুযায়ী', 'শ্রীলঙ্কায়', 'কাশ্মীরী', 'মধ্যাঞ্চলীয়', 'যাত্রীসেবায়', 'কীর্তনীয়া', 'ধামশ্রেণী', 'লক্ষ্মীরানী', 'যাত্রীবেশী']
['মিয়াজী', 'বাজিয়ে', 'বাড়িয়ে', 'বাজপেয়ী', 'বাড়িয়েও', 'মাড়িয়ে', 'দাঁড়িয়ে', 'পাড়িয়ে', 'জাম্বিয়ায়', 'জর্জিয়ায়']
['পাঠকারী', 'পাঠালেও', 'পাঠানকোট', 'পাঠিকাকে', 'ঝালকাঠী', 'কাপালী', 'পাঠাতেও', 'কাঁঠালী', 'পাঠালে', 'পাঠশালায়']
