['আপু', 'খালা', 'মামাতো', 'ঠাকুমা', 'বোন', 'চাচা', 'আম্মু', 'শ্বাশুড়ি', 'বোনের', 'আম্মুর']
['সুন্দর', 'সুদর্শন', 'সুন্দরের', 'সৌন্দর্যময়', 'সুদর্শনের', 'সুদৃশ্য', 'সৌন্দর্যমণ্ডিত', 'সুন্দরী', 'সৌন্দর্যমন্ডিত', 'সুন্দরীর']
['গুণবান', 'গুণী', 'গুণসম্পন্ন', 'গুণকাম', 'গুণান্বিত', 'গুণগ্রাহী', 'গুণীর', 'গুণমানসম্পন্ন', 'গুণনীয়ক', 'সুসম্পন্ন']
['পুণ্যবান', 'পুণ্যময়', 'গুণবান', 'গুরুত্তপূর্ণ', 'সুপণ্ডিত', 'কল্যাণময়', 'মেজবান', 'গুণী', 'পুণ্যের', 'মহিষাবান']
['বুদ্ধিমান', 'বুদ্ধিমতী', 'বুদ্ধিসম্পন্ন', 'বুদ্ধিমানের', 'বুদ্ধিদীপ্ত', 'বুদ্ধিমত্তাসম্পন্ন', 'বুদ্ধির', 'বিজ্ঞ', 'বুদ্ধিগত', 'বিজ্ঞের']
['শ্রীমান', 'শ্রীম', 'শ্রীরাম', 'শ্রীমন্ত', 'শ্রীরঙ্গমের', 'শ্রীরঙ্গম', 'শ্রীমৎ', 'শ্রীমদ্', 'শ্রীরামের', 'সিংমান']
['বিজয়', 'বিজয়', 'বিজয়পাত', 'বিজয়ের', 'বিজয়ন', 'জয়', 'জয়লাভ', 'জয়', 'জয়ের', 'বিজয়া']
['পাঠক', 'পাঠকারী', 'পাঠকের', 'পাঠকই', 'পাঠকে', 'পাঠকেরা', 'পাঠকরা', 'পাঠককে', 'পড়শী', 'পাঠকদের']
['লেখক', 'লেখকের', 'লেখিকার', 'লেখকই', 'রচনাকার', 'রচনাকারী', 'লেখনীর', 'লেখকও', 'লেখককে', 'লেখনীকে']
['গায়ক', 'গায়ক', 'গায়কোয়াড়', 'গায়কীর', 'গায়কী', 'গীতকার', 'গায়কের', 'গায়কের', 'গায়কি', 'গাওয়ার']
['খোকা', 'বাচ্চাকাচ্চা', 'খোকাবাবু', 'খোকার', 'বাচ্চা', 'খোকাকে', 'শিশু', 'বালকি', 'বাচ্চাটা', 'বালক']
['ছাত্র', 'শিক্ষার্থী', 'ছাত্রছাত্রী', 'ছাত্রের', 'শিক্ষার্থীর', 'স্টুডেন্ট', 'ছাত্রছাত্রীর', 'ছাত্রই', 'ছাত্রীর', 'ছাত্রী']
['শিক্ষক', 'শিক্ষকনেতা', 'শিক্ষিকার', 'শিক্ষকই', 'শিক্ষকের', 'শিক্ষিকা', 'শিক্ষয়িত্রী', 'অশিক্ষক', 'শিক্ষকেরা', 'স্কুলশিক্ষক']
['নেতা', 'নেতাকে', 'নেতা৷', 'নেতার', 'নেত্রী', 'নেতায়', 'নেতাও', 'নেত্রীর', 'নেতাকেই', 'নেতাকর্মী']
['পাগল', 'পাগলের', 'পাগলী', 'পাগলি', 'পাগলামির', 'পাগলু', 'পাগলার', 'উন্মাদ', 'পাগলীর', 'পাগলা']
['প্রিয়', 'প্রিয়', 'প্রিয়পাত্র', 'প্রিয়জন', 'প্রিয়তমার', 'প্রিয়পাত্র', 'প্রিয়দর্শী', 'প্রিয়তম', 'প্রেমী', 'প্রিয়তম']
['কনিষ্ঠ', 'কনিষ্ঠতম', 'কমবয়সী', 'কমবয়সী', 'লঘিষ্ঠ', 'ক্ষুদ্রতর', 'ক্ষুদ্রতম', 'ছোটর', 'ক্ষুদ্রান্ত', 'ক্ষুদ্রান্ত্র']
['লোক', 'মানুষ', 'মানুহ', 'লোকক', 'মানুষজন', 'লোকজন', 'লোকের', 'লোকই', 'লোকেরা', 'মানুষের']
['শ্রমিক', 'শ্রমিকের', 'কর্মী', 'চাকরিজীবীর', 'শ্রমিকই', 'কর্মীর', 'চাকরিজীবী', 'কর্মচারি', 'কর্মকার', 'শ্রমিককে']
['বাবা', 'বাবামা', 'বাবাই', 'পিতা', 'বাবাকে', 'বাবার', 'পিতাই', 'পিতৃ', 'বাবারা', 'বাপের']
['চাচা', 'খালা', 'চাচাও', 'চাচী', 'চাচাত', 'চাচাতো', 'চাচাতো', 'শ্বাশুড়ি', 'ঠাকুমা', 'চাচীর']
['দাদা', 'দাদাভাই', 'দাদু', 'দাদুর', 'ঠাকুমা', 'দাদাপীর', 'শ্বাশুড়ি', 'আব্বা', 'দাদাজী', 'দাদী']
['', '', '', '', '', '', '', '', '', '']
['নানা', 'নানাকি', 'নানাবতী', 'নানার', 'নানান', 'নানাজনের', 'নানাবাড়ি', 'নানাবাড়ি', 'ননী', 'ননি']
['জেলে', 'জেলেই', 'জেলেকে', 'জেলহাজতে', 'জেলের', 'জেলবন্দী', 'জেলেও', 'বন্দিদশায়', 'বন্দিদশায়', 'কারাগারে']
['ধোপা', 'ধোওয়া', 'ধাবা', 'ধোপাঘাটা', 'ধোপাপাড়া', 'ধামা', 'ধোয়া', 'ধোপার', 'ধোবি', 'ধোয়া']
['বেদে', 'বালুতে', 'পীরে', 'সমুদ্রপৃষ্ঠে', 'সমুদ্রতলে', 'কূলে', 'সমুদ্রতটে', 'সাগরতলে', 'পাতলে', 'বালুচরে']
['গুরু', 'গুরুর', 'গুরুই', 'গুরুজন', 'ਗੁਰੂ', 'গুরুকে', 'গুরুপদ', 'গুরুজির', 'গুরুজনের', 'গুরুরা']
['ছেলে', 'ছে\u200cলে', 'ছেলের', 'ছেলেসন্তান', 'ছেলেমেয়ে', 'ছেলেকে', 'ছেলেবন্ধু', 'ছেলেমেয়ে', 'ছেলেই', 'বালক']
['বর', 'বরই', 'বী', 'বণী', 'বরও', 'বীণ', 'বয়', 'বরে', 'বুর', 'বির']
['বাদশা', 'বাদশার', 'বাদশাকে', 'বাদশাহরা', 'বাদুড়', 'বাদশাহি', 'বাদশাহের', 'বাদশাহো', 'বাদশাহ', 'বাদশাহী']
['কাঙ্গাল', 'কাঙ্গালিনী', 'কাঞ্জোয়াল', 'ক্যানাল', 'গালানগল', 'নাঙ্গাল', 'কাঞ্জিলাল', 'কালেঙ্গা', 'কাংরা', 'কানজি']
['বাঘ', 'বাঘটি', 'বাঘও', 'বাঘই', 'বাঘী', 'বাঘের', 'বাঘি', 'বাঘেল', 'বাঘে', 'বাঘবেড়']
['যোগী', 'যোগি', 'যোগীর', 'যোগিনী', 'যোগেশ্বরী', 'যোগিনীর', 'যোগীরা', 'যোগীকে', 'যোগজ', 'যোগেশ']
['তেজস্বী', 'তেজস্বিনী', 'তেজস্বীর', 'তেজস্ক্রিয়', 'তেজুকা', 'তেজদীপ্ত', 'তেজুকার', 'তেজস্ক্রিয়', 'তেহজীব', 'তেজোদীপ্ত']
['নর', 'নার', 'নরের', 'নরা', 'নল', 'নরি', 'নীড়ের', 'নদ', 'নাইর', 'নুর']
['সুন্দর', 'সুন্দরী', 'সুদৃশ্য', 'সুন্দরের', 'সুদর্শন', 'সৌন্দর্যময়', 'সুন্দরীর', 'সুদর্শনের', 'সৌন্দর্যমণ্ডিত', 'সৌন্দর্যমন্ডিত']
['গুণবান', 'গুণী', 'গুণকাম', 'গুণসম্পন্ন', 'গুণীর', 'গুণবতী', 'গুণগ্রাহী', 'গুণান্বিত', 'গুণনীয়ক', 'গুণমানসম্পন্ন']
['পুণ্যবান', 'পুণ্যময়', 'গুরুত্তপূর্ণ', 'গুণবান', 'সুভাষিণীর', 'আশীর্বাদপুষ্ট', 'দয়াময়ী', 'দয়াময়ীর', 'গুণবতী', 'দয়াবান']
['বুদ্ধিমান', 'বুদ্ধিমতী', 'বুদ্ধিসম্পন্ন', 'বুদ্ধিদীপ্ত', 'বুদ্ধিমানের', 'বুদ্ধিমত্তাসম্পন্ন', 'বুদ্ধির', 'বিজ্ঞ', 'বিজ্ঞের', 'বুদ্ধিগত']
['শ্রীমান', 'শ্রীমৎ', 'শ্রীমা', 'শ্রীমদ্', 'শ্রীম', 'শ্রীমন্ত', 'শ্রীরাম', 'শ্রীরঙ্গমের', 'শ্রীশ্রীমা', 'শ্রীরঙ্গম']
['বিজয়', 'বিজয়', 'বিজয়পাত', 'বিজয়া', 'বিজয়ের', 'জয়লাভ', 'জয়ের', 'জয়', 'বিজয়ের', 'জয়']
['পাঠক', 'পাঠকারী', 'পাঠকই', 'পাঠকের', 'পাঠকে', 'পাঠকেরা', 'পাঠকরা', 'পড়শী', 'পাঠককে', 'পাঠকও']
['লেখক', 'লেখকের', 'লেখিকা', 'লেখিকার', 'লেখকই', 'রচনাকার', 'লেখনীর', 'রচনাকারী', 'লেখকও', 'লেখনীকে']
['গায়ক', 'গায়ক', 'গায়কী', 'গায়কীর', 'গায়কি', 'গায়কোয়াড়', 'গায়বী', 'গীতকার', 'গায়িকার', 'গায়িকার']
['খোকা', 'বাচ্চাকাচ্চা', 'খোকার', 'খোকাবাবু', 'খোকাকে', 'বাচ্চা', 'শিশুকন্যা', 'খুদে', 'শিশুকন্যার', 'শিশু']
['ছাত্রী', 'ছাত্রছাত্রী', 'ছাত্র', 'শিক্ষার্থী', 'ছাত্রীর', 'ছাত্রীই', 'ছাত্রছাত্রীর', 'স্টুডেন্ট', 'ছাত্রই', 'শিক্ষার্থীর']
['শিক্ষক', 'শিক্ষিকা', 'শিক্ষিকার', 'শিক্ষকনেতা', 'শিক্ষয়িত্রী', 'শিক্ষকই', 'শিক্ষকের', 'শিক্ষিকাকে', 'শিক্ষিকারা', 'অশিক্ষক']
['নেতা', 'নেত্রী', 'নেতায়', 'নেতাই', 'নেত্রীর', 'নেতাকে', 'নেতা৷', 'নেতাও', 'নেতায়', 'নেতাকেই']
