['সক্ষম', 'সকর্মক', 'সক্ষমতায়', 'সক্ষমতায়', 'সক্ষমতাও', 'সামর্থ্যই', 'অক্ষ', 'সামর্থ্যে', 'ক্ষমতাই', 'সক্ষমতার']
['খুচরা', 'খদ্যোত', 'ঝাড়ফুঁক', 'ঝাড়ুর', 'চরপাড়া', 'খিলাড়ি', 'নাখালপাড়া', 'কাঁচপুরে', 'কাশিড়া', 'খালপাড়']
['খ্যাতি', 'খ্যাতিকে', 'খ্যাতির', 'খ্যাতিতে', 'খ্যাতিমান', 'খ্যাপাটে', 'খ্যাতিও', 'খ্যাতিলাভ', 'আলোড়িত', 'লক্ষণকে']
['খ্যাত', 'খ্যাপ', 'লুণ্ঠনে', 'ত্শাব', 'খোকসা', 'নিমজ্জন', 'খোঁচায়', 'অশ্রুজলে', 'ভরিয়ে', 'নক্শা']
['গঞ্জনা', 'গঞ্জা', 'গুঞ্জা', 'গোবিন্দা', 'গাঞ্জা', 'গন্ডোয়ানা', 'গঞ্জাম', 'গাজনা', 'গোবিন্দগঞ্জ', 'ঘাগটিয়া']
['গুরগ', 'গরালগাছা', 'গর্হিত', 'গরল', 'গলগল', 'গলদা', 'গালগল্প', 'গলিত', 'গজাল', 'রীত']
['গৌণ', 'গৌতমের', 'গৌরীর', 'গৌতম', 'গৌহাটী', 'গাত্রদাহ', 'গৌতমী', 'গৌহাটির', 'গাঁথুনি', 'গৌতায়']
['চঞ্চল', 'চঞ্চলতা', 'চঞ্চলা', 'শেওড়াপাড়ায়', 'চক্রধ্বজ', 'লঘিষ্ঠ', 'ঝাড়খন্ড', 'শেওড়াপাড়া', 'লঘুচাপ', 'ঝাড়ফুঁক']
['জটিল', 'জটিলের', 'জটিলতার', 'জটিলতায়', 'জটিলতর', 'জটিলতায়', 'জটিলতা', 'জটিলই', 'জটিলতাই', 'জটিলতাকে']
['জ্ঞানী', 'জ্ঞানীর', 'জ্ঞানের', 'জ্ঞানদাস', 'জ্ঞানতাপস', 'জ্ঞানদাসের', 'জ্ঞানলাভের', 'জ্ঞানগর্ভ', 'জ্ঞানদা', 'জ্ঞানেশ্বর']
['লাকড়ি', 'ঝোঁক', 'দোকানপাট', 'মোড়কে', 'খোকসা', 'খলজে', 'ঠুনকো', 'ঝাড়ফুঁক', 'গোঁফে', 'খড়কুটো']
['দুরন্ত', 'দুরন্তপনা', 'দুরন্তপনার', 'দাখিলে', 'দুরান্ত', 'বদান্যতায়', 'মড়া', 'দুধপান', 'মড়ক', 'দাখিল']
['দুর্নাম', 'দুর্জয়', 'দুর্বাসার', 'ঝাড়খন্ড', 'খড়্গহস্ত', 'ঘাবড়ে', 'ঝাড়ফুঁক', 'ঝাড়খন্ডের', 'লঘিষ্ঠ', 'ডুবন্ত']
['দুর্ভাগ্য', 'দূর্ভাগ্যের', 'দূর্ভাগ্য', 'দুর্ভাগ্যের', 'দুর্ভাগ্যই', 'দুর্ভাগ্যকে', 'হতভাগ্য', 'দুর্দশায়', 'দুর্ভাগ্যে', 'দুর্দশা']
['দেশী', 'দেশি', 'দেশমুখ', 'দেশভাগ', 'দেশলাই', 'দেশামের', 'দেশজোড়া', 'দেবপাড়া', 'দিবেচা', 'নৈহাটি']
['লঘিষ্ঠ', 'ঝাড়ফুঁক', 'ধূর্ত', 'ধরপাকড়ে', 'ফুটন্ত', 'খড়্গহস্ত', 'দুর্গন্ধের', 'দূর্দান্ত', 'পাবলাখালী', 'জলস্রোত']
['দোষ', 'দোষই', 'দোষও', 'দোষটা', 'দোষেই', 'দোষারোপ', 'দোষে', 'দোষের', 'দোষারোপের', 'দোষত্রুটি']
['দোষী', 'দোষীকে', 'দোষারোপের', 'দোষীর', 'দোষই', 'দোষটা', 'দোষারোপ', 'দোষও', 'দোষের', 'দোষীদের']
['ধনাত্মক', 'নিষ্কাষণ', 'ধনাত্নক', 'লঘিষ্ঠ', 'জালশুকা', 'কলুষিত', 'অলঙ্করণে', 'অনুষঙ্গে', 'মজ্জাগত', 'রত্নপাথর']
['নতুন', 'নতুনহাট', 'নতুনকরে', 'নতুনতর', 'নতুনত্বের', 'নতুনপাড়া', 'নবরত্নের', 'নতুনদের', 'নতুনের', 'নওদাপাড়া']
['নশ্বর', 'নাদের', 'নুরসেদ', 'নাভারণ', 'নস্করকে', 'নখের', 'নুরুচ্ছফা', 'স্বরের', 'নাপিতের', 'নুরুলদের']
['নিরস', 'নিরজা', 'তিরুনেশ', 'নিরঞ্জন', 'নাড়ি', 'নাভারণ', 'লঘুচাপ', 'বিরুর', 'নড়িয়া', 'নিস্তার']
['মিথ্যা', 'মিথ্যাও', 'মিথ্যাই', 'মিথ্যাভাবে', 'মিথ্যে', 'মিথ্যের', 'মিথ্যাকে', 'মিথ্যাচার', 'মিথ্যায়', 'মিথ্যাচারে']
['বড়', 'বড়ে', 'বড়ো', 'বড়া', 'বাদুড়', 'বুড়া', 'বড়ু', 'বুড়ো', 'বড়ুয়া', 'মড়া']
['সস্তা', 'সস্তায়', 'ধল', 'সরুপ', 'ধলাকোমর', 'সেঁকার', 'ধল্লা', 'যশোধরা', 'সাচিংপ্রু', 'অচ্যুতচরণ']
['পরিষ্কারক', 'পরিষ্কারে', 'পরিষ্কার', 'পরিষ্কারের', 'পরিষ্কারকরণ', 'পরিস্কার', 'পরিষ্কারই', 'পরিস্কারভাবে', 'অষ্টপরিষ্কার', 'পরিষ্কারভাবে']
['সহজ', 'সহজে', 'সহজসাধ্য', 'সহজের', 'সাধল', 'সহজসরল', 'সহজভাবে', 'সাধনে', 'সহজেই', 'সহজই']
['ভারী', 'ভারি', 'হরিণখোলা', 'শরত', 'ভরণ', 'ভেজায়', 'দুরুত্ব', 'লঘিষ্ঠ', 'ঘনাদা', 'ক্রীত']
['গরমের', 'গরম', 'গরমে', 'ঊষ্ম', 'অসুরদের', 'ঘনাদা', 'আগরকর', 'লঘিষ্ঠ', 'বহিঃত্বক', 'ঘর্ষকাম']
['ধনী', 'ধনীর', 'ধনীদের', 'ধনদৌলত', 'ধনের', 'ধনতলা', 'ধনেখালি', 'ধনশালী', 'ধনীরা', 'ধনাত্বক']
['অবিবাহিত', 'অবিবাহিতা', 'বিবাহযোগ্য', 'বিবাহিত', 'বিবাহবহির্ভূত', 'বিবাহিতা', 'বিবাহোত্তর', 'বিবাহবিচ্ছেদ', 'বিবাহযোগ্যা', 'বিবাহও']
['ঠিক', 'ঠিকে', 'ঠিকরে', 'ঠিকমত', 'ঠিকই', 'ঠাট', 'ঠিকমতো', 'ঠিকঠাক', 'ঠিকও', 'ঠিকভাবে']
['নিরাপদ', 'নিরাপদে', 'নিরাপদেই', 'নিরাপত্তাজনিত', 'নিরাপদভাবে', 'নিরাপত্তাহীন', 'নিরাপত্তাগত', 'নিরাপত্তাতল্লাশি', 'নিরাপত্তাবেষ্টিত', 'নিরাপত্তাবলয়']
['মসৃণ', 'সরিসৃপ', 'বিচলন', 'বিচলার', 'মুড়াপাড়া', 'লঘিষ্ঠ', 'শিরোশ্ছেদ', 'শেওড়াপাড়ায়', 'দামুড়হুদায়', 'বিদঘুটে']
['নরম', 'লব্ধি', 'নিরজা', 'রতলম', 'নোরগে', 'নিরস', 'লঘিষ্ঠ', 'নরুল', 'রামচাঁদ', 'রুপনা']
['লম্বা', 'লম্বায়', 'লম্বাও', 'লম্বাটে', 'লম্বাই', 'লম্বায়', 'লম্বকে', 'উচ্চতাপ', 'বম্বে', 'লম্বক']
['দীর্ঘ', 'দীর্ঘকায়', 'দীর্ঘ্য', 'দীর্ঘপথ', 'দীর্ঘক্ষণ', 'দীর্ঘায়িত', 'দৈর্ঘ্য', 'দীর্ঘকালীন', 'দীর্ঘকায়', 'দীঘ']
['ভিজা', 'ভিজবে', 'ভিজে', 'ভাভা', 'ভিশাস', 'ভিসাও', 'ভিজিএ', 'ভেলে', 'ভিয়েত', 'ভেওলা']
['পুরু', 'ঝাড়ু', 'পুঁটি', 'পুতে', 'পুয়ে', 'পুণের', 'পুঁইয়া', 'পুইড়া', 'ভুরু', 'পেহলা']
['প্রশস্ত', 'খোঁপায়', 'চিরঞ্জিত', 'জটলায়', 'পরিচ্ছদ', 'বিক্রান্ত', 'ফুটন্ত', 'পূণরায়', 'প্রচ্ছদ', 'বিদঘুটে']
['আঁটসাঁট', 'ভাঙ্গেন', 'ছিঁড়তে', 'মুছতে', 'ছোঁড়েন', 'আঁটলেন', 'ভাঙ্গনে', 'ভাঙ্গন', 'ছাদখোলা', 'আঁটির']
['ভালোই', 'ভালো', 'ভালে', 'ভালই', 'ভাল', 'ভালোও', 'ভালো', 'ভালভাবে', 'ভালা', 'ভালব']
['খোলা', 'খোলায়', 'খোলে', 'খোলের', 'খোলনলচে', 'খোলাকে', 'খুলে', 'খোলাসা', 'খুলল', 'খোলসে']
['পরিষ্কারক', 'পরিষ্কারে', 'পরিষ্কার', 'পরিষ্কারের', 'পরিষ্কারকরণ', 'পরিস্কার', 'পরিষ্কারই', 'পরিস্কারভাবে', 'অষ্টপরিষ্কার', 'পরিষ্কারভাবে']
['দামদর', 'দামী', 'দুরাণী', 'দিঘল', 'দামকুড়া', 'দোকানপাট', 'লঘিষ্ঠ', 'দিরাক', 'ঢিলেঢালা', 'দুর্জয়']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
