['চাচা', 'চাচাকে', 'আংকেল', 'আঙ্কল', 'নানু', 'আঙ্কর', 'আঙ্কেল', 'চাচাতো', 'মামা', 'মা']
['চাচা', 'চাচাকে', 'আঙ্কল', 'আংকেল', 'চাচি', 'আঙ্কর', 'আঙ্কেল', 'চাচাতো', 'নানচিংকে', 'আঙ্কটাড']
['দাদি', 'দাদীর', 'দাদরি', 'দাদা', 'দাদার', 'দাদাগিরি', 'দাদির', 'দাদাজী', 'দাদাভাই', 'দাদী']
['', '', '', '', '', '', '', '', '', '']
['নানা', 'নাজনা', 'নিনা', 'আনাইয়া', 'নাথানা', 'নানকানা', 'আনিলা', 'নিনজা', 'নিনাওয়া', 'নান্দিনা']
['জেলে', 'জেলেই', 'জেলখানায়', 'কারাগারে', 'কারাদন্ডে', 'জেলহাজতে', 'কারাদণ্ডে', 'কারাগারটিতে', 'জেলখানায়', 'কারাগারেই']
['ধোপা', 'তেজস্বিনী', 'টেপাখোলা', 'তোশিবা', 'তেজুকা', 'ধোপাঘাটা', 'টিসাংপা', 'তেগুসিগালপা', 'তেভাগা', 'পটুয়াখালী']
['বেদিতে', 'বেদে', 'বেদেনী', 'তেজস্বিনী', 'বেদীতে', 'বখশি', 'দাওয়াতি', 'তাবলিগ', 'তৌহিদি', 'তাওহিদকে']
['তেজুকা', 'গাত্তি', 'ধেরুয়া', 'গুরু', 'খোরশেদা', 'তেঘরিয়া', 'তেভাগা', 'ঘজিনি', 'গুজারা', 'খুরশেদ']
['ছেলে', 'ছেলেমেয়েকে', 'ছেলেরে', 'ছেলেশিশুকে', 'ছেলেমেয়ের', 'ছেল', 'ছেলেমেয়ে', 'ছেলেবেলা', 'ছেলেশিশুর', 'ছেলেই']
['বর', 'বহি', 'বারণ', 'তায়েবুর', 'বাহী', 'তালাবা', 'বাত্রা', 'তারিখুল', 'তাতিয়ে', 'বাযের']
['বাদশা', 'বাদশাহী', 'বাদশাকে', 'বাদশাদের', 'বাদশাহো', 'বাদশাহকে', 'উপদেবতা', 'বাদশাহ', 'বাদশাহরা', 'বাদশাহদের']
['কাঙ্গাল', 'কাঙ্গালিনী', 'কাঞ্জিলাল', 'কালিগঙ্গা', 'কুঞ্জলাল', 'কাঞ্জোয়াল', 'কাঞ্চী', 'করেঙ্গাতলী', 'কাঞ্চন', 'কানিংহাম']
['বাঘ', 'টাইগারের', 'বাঘটির', 'বাঘি', 'বাঘও', 'বাঘের', 'টাইগারকে', 'তিগিনের', 'বাঘায়', 'তাগিন']
['যোগী', 'যোগিনী', 'জোতবানী', 'তেজস্বিনী', 'যোগীর', 'সহপাঠিনী', 'যোগদানকারী', 'সমবায়ী', 'সহপাঠি', 'পুরোহিতগণের']
['কিশোর', 'কিশোরই', 'তেজস্বিনী', 'কিশোরের', 'কিশোরকে', 'কিশোরীলাল', 'কিশির', 'কিশোরীটির', 'কিস্তির', 'কৌশানী']
['নর', 'নিরেন', 'নুরা', 'নার', 'নসরুল', 'নুরুন', 'নোরা', 'নুরানী', 'নুনের', 'নির্ভয়া']
['সুন্দর', 'সুন্দরতম', 'সুন্দরি', 'সুন্দরম', 'সৌন্দর্যই', 'সুন্দরী', 'সৌন্দর্যময়', 'সৌন্দর্যে', 'সৌন্দর্য', 'সুন্দরীতমা']
['তেজস্বিনী', 'তেগুসিগালপা', 'গুণবান', 'কৌশানী', 'বাশিন্দা', 'তপস্বিনী', 'তাবলিগের', 'পঙ্কজিনী', 'বিকাশশীল', 'তাহসীন']
['পান্থশালা', 'পুনুরুত্থান', 'তত্কালিন', 'তেজস্বিনী', 'পুণ্যবান', 'পুনরুত্পাদন', 'পূর্ণিয়া', 'শৈলজানন্দ', 'শাখাবিন্যাস', 'কৌণ্ডিন্য']
['বুদ্ধিমান', 'বুদ্ধিমানের', 'বুদ্ধিমতি', 'বুদ্ধিমতী', 'বুদ্ধিমত্তা', 'সুবুদ্ধি', 'বুদ্ধিজীবি', 'বুদ্ধিমত্তায়', 'বুদ্ধিদীপ্ত', 'বুদ্ধিভিত্তিক']
['শ্রীমান', 'শ্রীময়ী', 'শ্রীনগর', 'শ্রীরামের', 'শ্রীনাথজি', 'শ্রীমা', 'শ্রীজগন্নাথ', 'শ্রীজাত', 'শ্রীমদ্', 'শ্রীজাতের']
['বিজয়', 'বিজয়িনী', 'বিজিতা', 'জয়ধ্বনী', 'বিজয়ন', 'জয়ধ্বনি', 'জয়ধ্বজ', 'বিজয়ী', 'বিজয়নগরে', 'বিজয়িনী']
['পাঠক', 'পাঠকের', 'পাঠকারী', 'পাঠকক্ষ', 'পাঠককে', 'পাঠকদের', 'পাঠকরা', 'পাঠকেরা', 'পাঠকদেরকে', 'পাঠিকাদের']
['লেখক', 'লিখক', 'লেখিকার', 'লেখকের', 'লেখিকা', 'লেখনীর', 'লেখকগণের', 'লেখিকাকে', 'লেখিকাদের', 'লেখককে']
['গায়ক', 'গায়িকার', 'গায়িকা', 'গায়ত্রী', 'গায়িকাকে', 'গাইঞ্জা', 'সঙ্গীতালোচক', 'সঙ্গীতধারার', 'সঙ্গীতকে', 'গানলেখক']
['তেজুকা', 'তেজস্বিনী', 'থোকা', 'খোকা', 'তোশিবা', 'দোস্তানা', 'পান্থশালা', 'টেপাখোলা', 'খাজনা', 'ছুদাসামা']
['ছাত্র', 'ছাত্রের', 'ছাত্রীর', 'ছাত্রনেতা', 'ছাত্রকে', 'ছাত্রনেতার', 'ছাত্রে', 'ছাত্রদের', 'ছাত্রসেনা', 'ছাত্রছাত্রীর']
['শিক্ষক', 'শিক্ষকনেতা', 'শিক্ষিকা', 'শিক্ষকের', 'শিক্ষানগরী', 'শিক্ষাদর্শন', 'শিক্ষকগণের', 'শিক্ষাথী', 'শিক্ষকতার', 'শিক্ষিকার']
['নেতা', 'নেতাজি', 'নেতাজীর', 'নেতাজী', 'নেতার', 'নেতাজির', 'নেতায়', 'নেতাই', 'নেতায়', 'নেতি']
['পাগল', 'পাগলী', 'পাগলীর', 'পাগলা', 'পাগলের', 'পাগলায়', 'পাগলার', 'পাগলি', 'পাগলাটে', 'পাগলামি']
['প্রিয়', 'প্রিয়তমা', 'প্রিয়তম', 'প্রিয়জন', 'প্রিতম', 'প্রিয়তা', 'প্রেমনাথ', 'প্রিয়ন', 'প্রিয়জনের', 'প্রিয়তমা']
['কনিষ্ঠ', 'তেজস্বিনী', 'তুনজেলি', 'নিকাশী', 'গরিষ্ঠ', 'তেহসিল', 'কিস্তিমাত', 'খতীব', 'তল্লাশী', 'তাবলিগ']
['লোক', 'লোকজন', 'লোকটি', 'লোকজন', 'লোকটির', 'আইখম্যান', 'তুমান', 'লোকটা', 'লোকই', 'লোকজনের']
['শ্রমিক', 'শ্রমিকনেতা', 'শ্রমিকের', 'শ্রমিকশ্রেণির', 'শ্রমিকরা', 'শ্রমিককে', 'শ্রমিকদের', 'শ্রমিকশ্রেণীর', 'শ্রমিকনেতাদের', 'চাকুরী']
['বাবা', 'বাবি', 'বাবাই', 'বাবাও', 'পিতি', 'বাবামা', 'বাবার', 'বাবরি', 'পিতা', 'বাপা']
['চাচা', 'আঙ্কল', 'চাচাকে', 'আংকেল', 'আঙ্কেল', 'আঙ্কর', 'চাচাতো', 'মামা', 'চাচারা', 'আঙ্কটাড']
['দাদা', 'দাদি', 'দাদরি', 'দাদাজী', 'দাদির', 'দাদন', 'দাদার', 'দাদু', 'দাদাগিরি', 'দাদাপীর']
['', '', '', '', '', '', '', '', '', '']
['নানা', 'নানি', 'নাজনা', 'নাইনা', 'নিনা', 'নুনা', 'নুন্দা', 'য়ানা', 'নানিকে', 'আনাইয়া']
['জেলে', 'জেলেই', 'জেলখানায়', 'কারাগারে', 'কারাদন্ডে', 'জেলখানায়', 'কারাদণ্ডে', 'কারাগারটিতে', 'জেলের', 'জেলহাজতে']
['ধোপা', 'ধুবরী', 'শালগাছ', 'চিংড়ি', 'ধোবাউড়া', 'কুমড়াবড়ি', 'ভোজপুরী', 'ধোপাদী', 'পুখুরী', 'ঝরকা']
['বেদে', 'বেয়াদবি', 'বেদই', 'বিন্দি', 'বেদি', 'বেদেনী', 'বরইতলী', 'বেদী', 'আদুরে', 'বেদীটি']
['গুরু', 'গুরি', 'গুরগুরি', 'গুতি', 'গুরা', 'গরু', 'গুরুর', 'গিদারি', 'গরুর', 'গলাগলি']
['ছেলে', 'ছেল', 'ছেলেরে', 'ছেলেই', 'ছেলেমেয়ে', 'ছেলেমেয়েকে', 'ছেলের', 'ছেলেমেয়ের', 'ছেলেকে', 'বালকা']
['বর', 'বারা', 'বহি', 'বেরি', 'বেরা', 'বরা', 'বরি', 'বরের', 'বাহির', 'বকরী']
['বাদশা', 'বাদশাহী', 'বাদশাহকে', 'বাদশাকে', 'বাদশাহো', 'বাদশাহদের', 'বাদশাহ', 'বাদশাহরা', 'বাদশাহি', 'বাদশাহর']
['কাঙ্গাল', 'কাঙ্গালিনী', 'কাঞ্চী', 'কান্ধলভি', 'করেঙ্গাতলী', 'কঙ্কালীতলা', 'কুলঙ্গি', 'কুঞ্জরানী', 'কাঞ্চনমালা', 'কোংকা']
['বাঘ', 'বাঘের', 'বাঘি', 'বাঘও', 'বাঘই', 'বাঘটির', 'বাঘবেড়', 'বাঘটিকে', 'বাঘটি', 'বাঘায়']
['যোগী', 'যোগীর', 'যোগিনী', 'যোগদা', 'যোগদানকারী', 'যোজনী', 'যোগীকে', 'অংশীদারি', 'সমাগমের', 'সঙ্গিত']
['তেজস্বী', 'তেজতুরী', 'শৌলমারী', 'ছত্তারখালী', 'যশোরদী', 'তদারকী', 'তেজস্বীর', 'মালভূমি', 'শালবনী', 'যশস্বী']
